Chord,Note1,Note2,Note3,Chord_modified
A_maj_5_1 copy 7,A6,C#6,E6,A_maj
A_maj_6_1 copy 7,A7,C#7,E7,A_maj
A_maj_7_1 copy 7,A8,C#8,E8,A_maj
Bb_maj_2_1 copy 7,Bb3,D3,F3,Bb_maj
Bb_maj_3_1 copy 7,Bb4,D4,F4,Bb_maj
Bb_maj_4_1 copy 7,Bb5,D5,F5,Bb_maj
Bb_maj_5_1 copy 7,Bb6,D6,F6,Bb_maj
Bb_maj_6_1 copy 7,Bb7,D7,F7,Bb_maj
Bb_maj_7_1 copy 7,Bb8,D8,F8,Bb_maj
B_maj_2_1 copy 7,B3,Eb3,F#3,B_maj
B_maj_3_1 copy 7,B4,Eb4,F#4,B_maj
B_maj_4_1 copy 7,B5,Eb5,F#5,B_maj
B_maj_5_1 copy 7,B6,Eb6,F#6,B_maj
B_maj_6_1 copy 7,B7,Eb7,F#7,B_maj
B_maj_7_1 copy 7,B8,Eb8,F#8,B_maj
C_min_2_1 copy 7,C3,Eb2,G2,C_min
C_min_3_1 copy 7,C4,Eb3,G3,C_min
C_min_4_1 copy 7,C5,Eb4,G4,C_min
C_min_5_1 copy 7,C6,Eb5,G5,C_min
C_min_6_1 copy 7,C7,Eb6,G6,C_min
C_min_7_1 copy 7,C8,Eb7,G7,C_min
Cs_min_2_1 copy 7,C#3,E2,G#2,Cs_min
Cs_min_3_1 copy 7,C#4,E3,G#3,Cs_min
Cs_min_4_1 copy 7,C#5,E4,G#4,Cs_min
Cs_min_5_1 copy 7,C#6,E5,G#5,Cs_min
Cs_min_6_1 copy 7,C#7,E6,G#6,Cs_min
Cs_min_7_1 copy 7,C#8,E7,G#7,Cs_min
D_min_2_1 copy 7,D3,F2,A2,D_min
D_min_3_1 copy 7,D4,F3,A3,D_min
D_min_4_1 copy 7,D5,F4,A4,D_min
D_min_5_1 copy 7,D6,F5,A5,D_min
D_min_6_1 copy 7,D7,F6,A6,D_min
D_min_7_1 copy 7,D8,F7,A7,D_min
Eb_min_2_1 copy 7,Eb3,F#2,Bb2,Eb_min
Eb_min_3_1 copy 7,Eb4,F#3,Bb3,Eb_min
Eb_min_4_1 copy 7,Eb5,F#4,Bb4,Eb_min
Eb_min_5_1 copy 7,Eb6,F#5,Bb5,Eb_min
Eb_min_6_1 copy 7,Eb7,F#6,Bb6,Eb_min
Eb_min_7_1 copy 7,Eb8,F#7,Bb7,Eb_min
E_min_2_1 copy 7,E3,G2,B2,E_min
E_min_3_1 copy 7,E4,G3,B3,E_min
E_min_4_1 copy 7,E5,G4,B4,E_min
E_min_5_1 copy 7,E6,G5,B5,E_min
E_min_6_1 copy 7,E7,G6,B6,E_min
E_min_7_1 copy 7,E8,G7,B7,E_min
F_min_2_1 copy 7,F3,G#2,C3,F_min
F_min_3_1 copy 7,F4,G#3,C4,F_min
F_min_4_1 copy 7,F5,G#4,C5,F_min
F_min_5_1 copy 7,F6,G#5,C6,F_min
F_min_6_1 copy 7,F7,G#6,C7,F_min
F_min_7_1 copy 7,F8,G#7,C8,F_min
Fs_min_2_1 copy 7,F#3,A2,C#3,Fs_min
Fs_min_3_1 copy 7,F#4,A3,C#4,Fs_min
Fs_min_4_1 copy 7,F#5,A4,C#5,Fs_min
Fs_min_5_1 copy 7,F#6,A5,C#6,Fs_min
Fs_min_6_1 copy 7,F#7,A6,C#7,Fs_min
Fs_min_7_1 copy 7,F#8,A7,C#8,Fs_min
G_min_2_1 copy 7,G3,Bb2,D3,G_min
G_min_3_1 copy 7,G4,Bb3,D4,G_min
G_min_4_1 copy 7,G5,Bb4,D5,G_min
G_min_5_1 copy 7,G6,Bb5,D6,G_min
G_min_6_1 copy 7,G7,Bb6,D7,G_min
G_min_7_1 copy 7,G8,Bb7,D8,G_min
Gs_min_2_1 copy 7,G#3,B2,Eb3,Gs_min
Gs_min_3_1 copy 7,G#4,B3,Eb4,Gs_min
Gs_min_4_1 copy 7,G#5,B4,Eb5,Gs_min
Gs_min_5_1 copy 7,G#6,B5,Eb6,Gs_min
Gs_min_6_1 copy 7,G#7,B6,Eb7,Gs_min
Gs_min_7_1 copy 7,G#8,B7,Eb8,Gs_min
A_min_2_1 copy 7,A3,C3,E3,A_min
A_min_3_1 copy 7,A4,C4,E4,A_min
A_min_4_1 copy 7,A5,C5,E5,A_min
A_min_5_1 copy 7,A6,C6,E6,A_min
A_min_6_1 copy 7,A7,C7,E7,A_min
A_min_7_1 copy 7,A8,C8,E8,A_min
Bb_min_2_1 copy 7,Bb3,C#3,F3,Bb_min
Bb_min_3_1 copy 7,Bb4,C#4,F4,Bb_min
Bb_min_4_1 copy 7,Bb5,C#5,F5,Bb_min
Bb_min_5_1 copy 7,Bb6,C#6,F6,Bb_min
Bb_min_6_1 copy 7,Bb7,C#7,F7,Bb_min
Bb_min_7_1 copy 7,Bb8,C#8,F8,Bb_min
B_min_2_1 copy 7,B3,D3,F#3,B_min
B_min_3_1 copy 7,B4,D4,F#4,B_min
B_min_4_1 copy 7,B5,D5,F#5,B_min
B_min_5_1 copy 7,B6,D6,F#6,B_min
B_min_6_1 copy 7,B7,D7,F#7,B_min
B_min_7_1 copy 7,B8,D8,F#8,B_min
C_maj_2_0 copy 8,C2,E2,G2,C_maj
C_maj_3_0 copy 8,C3,E3,G3,C_maj
C_maj_4_0 copy 8,C4,E4,G4,C_maj
C_maj_5_0 copy 8,C5,E5,G5,C_maj
C_maj_6_0 copy 8,C6,E6,G6,C_maj
C_maj_7_0 copy 8,C7,E7,G7,C_maj
Cs_maj_2_0 copy 8,C#2,F2,G#2,Cs_maj
Cs_maj_3_0 copy 8,C#3,F3,G#3,Cs_maj
Cs_maj_4_0 copy 8,C#4,F4,G#4,Cs_maj
Cs_maj_5_0 copy 8,C#5,F5,G#5,Cs_maj
Cs_maj_6_0 copy 8,C#6,F6,G#6,Cs_maj
Cs_maj_7_0 copy 8,C#7,F7,G#7,Cs_maj
D_maj_2_0 copy 8,D2,F#2,A2,D_maj
D_maj_3_0 copy 8,D3,F#3,A3,D_maj
D_maj_4_0 copy 8,D4,F#4,A4,D_maj
D_maj_5_0 copy 8,D5,F#5,A5,D_maj
D_maj_6_0 copy 8,D6,F#6,A6,D_maj
D_maj_7_0 copy 8,D7,F#7,A7,D_maj
Eb_maj_2_0 copy 8,Eb2,G2,Bb2,Eb_maj
Eb_maj_3_0 copy 8,Eb3,G3,Bb3,Eb_maj
Eb_maj_4_0 copy 8,Eb4,G4,Bb4,Eb_maj
Eb_maj_5_0 copy 8,Eb5,G5,Bb5,Eb_maj
Eb_maj_6_0 copy 8,Eb6,G6,Bb6,Eb_maj
Eb_maj_7_0 copy 8,Eb7,G7,Bb7,Eb_maj
E_maj_2_0 copy 8,E2,G#2,B2,E_maj
E_maj_3_0 copy 8,E3,G#3,B3,E_maj
E_maj_4_0 copy 8,E4,G#4,B4,E_maj
E_maj_5_0 copy 8,E5,G#5,B5,E_maj
E_maj_6_0 copy 8,E6,G#6,B6,E_maj
E_maj_7_0 copy 8,E7,G#7,B7,E_maj
F_maj_2_0 copy 8,F2,A2,C3,F_maj
F_maj_3_0 copy 8,F3,A3,C4,F_maj
F_maj_4_0 copy 8,F4,A4,C5,F_maj
F_maj_5_0 copy 8,F5,A5,C6,F_maj
F_maj_6_0 copy 8,F6,A6,C7,F_maj
F_maj_7_0 copy 8,F7,A7,C8,F_maj
Fs_maj_2_0 copy 8,F#2,Bb2,C#3,Fs_maj
Fs_maj_3_0 copy 8,F#3,Bb3,C#4,Fs_maj
Fs_maj_4_0 copy 8,F#4,Bb4,C#5,Fs_maj
Fs_maj_5_0 copy 8,F#5,Bb5,C#6,Fs_maj
Fs_maj_6_0 copy 8,F#6,Bb6,C#7,Fs_maj
Fs_maj_7_0 copy 8,F#7,Bb7,C#8,Fs_maj
G_maj_2_0 copy 8,G2,B2,D3,G_maj
G_maj_3_0 copy 8,G3,B3,D4,G_maj
G_maj_4_0 copy 8,G4,B4,D5,G_maj
G_maj_5_0 copy 8,G5,B5,D6,G_maj
G_maj_6_0 copy 8,G6,B6,D7,G_maj
G_maj_7_0 copy 8,G7,B7,D8,G_maj
Gs_maj_2_0 copy 8,G#2,C3,Eb3,Gs_maj
Gs_maj_3_0 copy 8,G#3,C4,Eb4,Gs_maj
Gs_maj_4_0 copy 8,G#4,C5,Eb5,Gs_maj
Gs_maj_5_0 copy 8,G#5,C6,Eb6,Gs_maj
Gs_maj_6_0 copy 8,G#6,C7,Eb7,Gs_maj
Gs_maj_7_0 copy 8,G#7,C8,Eb8,Gs_maj
A_maj_2_0 copy 8,A2,C#3,E3,A_maj
A_maj_3_0 copy 8,A3,C#4,E4,A_maj
A_maj_4_0 copy 8,A4,C#5,E5,A_maj
A_maj_5_0 copy 8,A5,C#6,E6,A_maj
A_maj_6_0 copy 8,A6,C#7,E7,A_maj
A_maj_7_0 copy 8,A7,C#8,E8,A_maj
Bb_maj_2_0 copy 8,Bb2,D3,F3,Bb_maj
Bb_maj_3_0 copy 8,Bb3,D4,F4,Bb_maj
Bb_maj_4_0 copy 8,Bb4,D5,F5,Bb_maj
Bb_maj_5_0 copy 8,Bb5,D6,F6,Bb_maj
Bb_maj_6_0 copy 8,Bb6,D7,F7,Bb_maj
Bb_maj_7_0 copy 8,Bb7,D8,F8,Bb_maj
B_maj_2_0 copy 8,B2,Eb3,F#3,B_maj
B_maj_3_0 copy 8,B3,Eb4,F#4,B_maj
B_maj_4_0 copy 8,B4,Eb5,F#5,B_maj
B_maj_5_0 copy 8,B5,Eb6,F#6,B_maj
B_maj_6_0 copy 8,B6,Eb7,F#7,B_maj
B_maj_7_0 copy 8,B7,Eb8,F#8,B_maj
C_min_2_0 copy 8,C2,Eb2,G2,C_min
C_min_3_0 copy 8,C3,Eb3,G3,C_min
C_min_4_0 copy 8,C4,Eb4,G4,C_min
C_min_5_0 copy 8,C5,Eb5,G5,C_min
C_min_6_0 copy 8,C6,Eb6,G6,C_min
C_min_7_0 copy 8,C7,Eb7,G7,C_min
Cs_min_2_0 copy 8,C#2,E2,G#2,Cs_min
Cs_min_3_0 copy 8,C#3,E3,G#3,Cs_min
Cs_min_4_0 copy 8,C#4,E4,G#4,Cs_min
Cs_min_5_0 copy 8,C#5,E5,G#5,Cs_min
Cs_min_6_0 copy 8,C#6,E6,G#6,Cs_min
Cs_min_7_0 copy 8,C#7,E7,G#7,Cs_min
D_min_2_0 copy 8,D2,F2,A2,D_min
D_min_3_0 copy 8,D3,F3,A3,D_min
D_min_4_0 copy 8,D4,F4,A4,D_min
D_min_5_0 copy 8,D5,F5,A5,D_min
D_min_6_0 copy 8,D6,F6,A6,D_min
D_min_7_0 copy 8,D7,F7,A7,D_min
Eb_min_2_0 copy 8,Eb2,F#2,Bb2,Eb_min
Eb_min_3_0 copy 8,Eb3,F#3,Bb3,Eb_min
Eb_min_4_0 copy 8,Eb4,F#4,Bb4,Eb_min
Eb_min_5_0 copy 8,Eb5,F#5,Bb5,Eb_min
Eb_min_6_0 copy 8,Eb6,F#6,Bb6,Eb_min
Eb_min_7_0 copy 8,Eb7,F#7,Bb7,Eb_min
E_min_2_0 copy 8,E2,G2,B2,E_min
E_min_3_0 copy 8,E3,G3,B3,E_min
E_min_4_0 copy 8,E4,G4,B4,E_min
E_min_5_0 copy 8,E5,G5,B5,E_min
E_min_6_0 copy 8,E6,G6,B6,E_min
E_min_7_0 copy 8,E7,G7,B7,E_min
F_min_2_0 copy 8,F2,G#2,C3,F_min
F_min_3_0 copy 8,F3,G#3,C4,F_min
F_min_4_0 copy 8,F4,G#4,C5,F_min
F_min_5_0 copy 8,F5,G#5,C6,F_min
F_min_6_0 copy 8,F6,G#6,C7,F_min
F_min_7_0 copy 8,F7,G#7,C8,F_min
Fs_min_2_0 copy 8,F#2,A2,C#3,Fs_min
Fs_min_3_0 copy 8,F#3,A3,C#4,Fs_min
Fs_min_4_0 copy 8,F#4,A4,C#5,Fs_min
Fs_min_5_0 copy 8,F#5,A5,C#6,Fs_min
Fs_min_6_0 copy 8,F#6,A6,C#7,Fs_min
Fs_min_7_0 copy 8,F#2,A7,C#8,Fs_min
G_min_2_0 copy 8,G2,Bb2,D3,G_min
G_min_3_0 copy 8,G3,Bb3,D4,G_min
G_min_4_0 copy 8,G4,Bb4,D5,G_min
G_min_5_0 copy 8,G5,Bb5,D6,G_min
G_min_6_0 copy 8,G6,Bb6,D7,G_min
G_min_7_0 copy 8,G7,Bb7,D8,G_min
Gs_min_2_0 copy 8,G#2,B2,Eb3,Gs_min
Gs_min_3_0 copy 8,G#3,B3,Eb4,Gs_min
Gs_min_4_0 copy 8,G#4,B4,Eb5,Gs_min
Gs_min_5_0 copy 8,G#5,B5,Eb6,Gs_min
Gs_min_6_0 copy 8,G#6,B6,Eb7,Gs_min
Gs_min_7_0 copy 8,G#7,B7,Eb8,Gs_min
A_min_2_0 copy 8,A2,C3,E3,A_min
A_min_3_0 copy 8,A3,C4,E4,A_min
A_min_4_0 copy 8,A4,C5,E5,A_min
A_min_5_0 copy 8,A5,C6,E6,A_min
A_min_6_0 copy 8,A6,C7,E7,A_min
A_min_7_0 copy 8,A7,C8,E8,A_min
Bb_min_2_0 copy 8,Bb2,C#3,F3,Bb_min
Bb_min_3_0 copy 8,Bb3,C#4,F4,Bb_min
Bb_min_4_0 copy 8,Bb4,C#5,F5,Bb_min
Bb_min_5_0 copy 8,Bb5,C#6,F6,Bb_min
Bb_min_6_0 copy 8,Bb6,C#7,F7,Bb_min
Bb_min_7_0 copy 8,Bb7,C#8,F8,Bb_min
B_min_2_0 copy 8,B2,D3,F#3,B_min
B_min_3_0 copy 8,B3,D4,F#4,B_min
B_min_4_0 copy 8,B4,D5,F#5,B_min
B_min_5_0 copy 8,B5,D6,F#6,B_min
B_min_6_0 copy 8,B6,D7,F#7,B_min
B_min_7_0 copy 8,B7,D8,F#8,B_min
C_dim_2_0 copy 8,C2,Eb2,F#2,C_dim
C_dim_3_0 copy 8,C3,Eb3,F#3,C_dim
C_dim_4_0 copy 8,C4,Eb4,F#4,C_dim
C_dim_5_0 copy 8,C5,Eb5,F#5,C_dim
C_dim_6_0 copy 8,C6,Eb6,F#6,C_dim
C_dim_7_0 copy 8,C7,Eb7,F#7,C_dim
Cs_dim_2_0 copy 8,C#2,E2,G2,Cs_dim
Cs_dim_3_0 copy 8,C#3,E3,G3,Cs_dim
Cs_dim_4_0 copy 8,C#4,E4,G4,Cs_dim
Cs_dim_5_0 copy 8,C#5,E5,G5,Cs_dim
Cs_dim_6_0 copy 8,C#6,E6,G6,Cs_dim
Cs_dim_7_0 copy 8,C#7,E7,G7,Cs_dim
D_dim_2_0 copy 8,D2,F2,G#2,D_dim
D_dim_3_0 copy 8,D3,F3,G#3,D_dim
D_dim_4_0 copy 8,D4,F4,G#4,D_dim
D_dim_5_0 copy 8,D5,F5,G#5,D_dim
D_dim_6_0 copy 8,D6,F6,G#6,D_dim
D_dim_7_0 copy 8,D7,F7,G#7,D_dim
Eb_dim_2_0 copy 8,Eb2,F#2,A2,Eb_dim
Eb_dim_3_0 copy 8,Eb3,F#3,A3,Eb_dim
Eb_dim_4_0 copy 8,Eb4,F#4,A4,Eb_dim
Eb_dim_5_0 copy 8,Eb5,F#5,A5,Eb_dim
Eb_dim_6_0 copy 8,Eb6,F#6,A6,Eb_dim
Eb_dim_7_0 copy 8,Eb7,F#7,A7,Eb_dim
E_dim_2_0 copy 8,E2,G2,Bb2,E_dim
E_dim_3_0 copy 8,E3,G3,Bb3,E_dim
E_dim_4_0 copy 8,E4,G4,Bb4,E_dim
E_dim_5_0 copy 8,E5,G5,Bb5,E_dim
E_dim_6_0 copy 8,E6,G6,Bb6,E_dim
E_dim_7_0 copy 8,E7,G7,Bb7,E_dim
F_dim_2_0 copy 8,F2,G#2,B3,F_dim
F_dim_3_0 copy 8,F3,G#3,B4,F_dim
F_dim_4_0 copy 8,F4,G#4,B5,F_dim
F_dim_5_0 copy 8,F5,G#5,B6,F_dim
F_dim_6_0 copy 8,F2,G#6,B7,F_dim
F_dim_7_0 copy 8,F7,G#7,B8,F_dim
Fs_dim_2_0 copy 8,F#2,A2,C3,Fs_dim
Fs_dim_3_0 copy 8,F#3,A3,C4,Fs_dim
Fs_dim_4_0 copy 8,F#4,A4,C5,Fs_dim
Fs_dim_5_0 copy 8,F#5,A5,C6,Fs_dim
Fs_dim_6_0 copy 8,F#6,A6,C7,Fs_dim
Fs_dim_7_0 copy 8,F#2,A7,C8,Fs_dim
G_dim_2_0 copy 8,G2,Bb2,C#3,G_dim
G_dim_3_0 copy 8,G3,Bb3,C#4,G_dim
G_dim_4_0 copy 8,G4,Bb4,C#5,G_dim
G_dim_5_0 copy 8,G5,Bb5,C#6,G_dim
G_dim_6_0 copy 8,G6,Bb6,C#7,G_dim
G_dim_7_0 copy 8,G7,Bb7,C#8,G_dim
Gs_dim_2_0 copy 8,G#2,B2,D3,Gs_dim
Gs_dim_3_0 copy 8,G#3,B3,D4,Gs_dim
Gs_dim_4_0 copy 8,G#4,B4,D5,Gs_dim
Gs_dim_5_0 copy 8,G#5,B5,D6,Gs_dim
Gs_dim_6_0 copy 8,G#6,B6,D7,Gs_dim
Gs_dim_7_0 copy 8,G#7,B7,D8,Gs_dim
A_dim_2_0 copy 8,A2,C3,Eb3,A_dim
A_dim_3_0 copy 8,A3,C4,Eb4,A_dim
A_dim_4_0 copy 8,A4,C5,Eb5,A_dim
A_dim_5_0 copy 8,A5,C6,Eb6,A_dim
A_dim_6_0 copy 8,A6,C7,Eb7,A_dim
A_dim_7_0 copy 8,A7,C8,Eb8,A_dim
Bb_dim_2_0 copy 8,Bb2,C#3,E3,Bb_dim
Bb_dim_3_0 copy 8,Bb3,C#4,E4,Bb_dim
Bb_dim_4_0 copy 8,Bb4,C#5,E5,Bb_dim
Bb_dim_5_0 copy 8,Bb5,C#6,E6,Bb_dim
Bb_dim_6_0 copy 8,Bb6,C#7,E7,Bb_dim
Bb_dim_7_0 copy 8,Bb7,C#8,E8,Bb_dim
B_dim_2_0 copy 8,B2,D3,F3,B_dim
B_dim_3_0 copy 8,B3,D4,F4,B_dim
B_dim_4_0 copy 8,B4,D5,F5,B_dim
B_dim_5_0 copy 8,B5,D6,F6,B_dim
B_dim_6_0 copy 8,B6,D7,F7,B_dim
B_dim_7_0 copy 8,B7,D8,F8,B_dim
C_maj_2_1 copy 8,C3,E2,G2,C_maj
C_maj_3_1 copy 8,C4,E3,G3,C_maj
C_maj_4_1 copy 8,C5,E4,G4,C_maj
C_maj_5_1 copy 8,C6,E5,G5,C_maj
C_maj_6_1 copy 8,C7,E6,G6,C_maj
C_maj_7_1 copy 8,C8,E7,G7,C_maj
Cs_maj_2_1 copy 8,C#3,F2,G#2,Cs_maj
Cs_maj_3_1 copy 8,C#4,F3,G#3,Cs_maj
Cs_maj_4_1 copy 8,C#5,F4,G#4,Cs_maj
Cs_maj_5_1 copy 8,C#6,F5,G#5,Cs_maj
Cs_maj_6_1 copy 8,C#7,F6,G#6,Cs_maj
Cs_maj_7_1 copy 8,C#8,F7,G#7,Cs_maj
D_maj_2_1 copy 8,D3,F#2,A2,D_maj
D_maj_3_1 copy 8,D4,F#3,A3,D_maj
D_maj_4_1 copy 8,D5,F#4,A4,D_maj
D_maj_5_1 copy 8,D6,F#5,A5,D_maj
D_maj_6_1 copy 8,D7,F#6,A6,D_maj
D_maj_7_1 copy 8,D8,F#7,A7,D_maj
Eb_maj_2_1 copy 8,Eb3,G2,Bb2,Eb_maj
Eb_maj_3_1 copy 8,Eb4,G3,Bb3,Eb_maj
Eb_maj_4_1 copy 8,Eb5,G4,Bb4,Eb_maj
Eb_maj_5_1 copy 8,Eb6,G5,Bb5,Eb_maj
Eb_maj_6_1 copy 8,Eb7,G6,Bb6,Eb_maj
Eb_maj_7_1 copy 8,Eb8,G7,Bb7,Eb_maj
E_maj_2_1 copy 8,E3,G#2,B2,E_maj
E_maj_3_1 copy 8,E4,G#3,B3,E_maj
E_maj_4_1 copy 8,E5,G#4,B4,E_maj
E_maj_5_1 copy 8,E6,G#5,B5,E_maj
E_maj_6_1 copy 8,E7,G#6,B6,E_maj
E_maj_7_1 copy 8,E8,G#7,B7,E_maj
F_maj_2_1 copy 8,F3,A2,C3,F_maj
F_maj_3_1 copy 8,F4,A3,C4,F_maj
F_maj_4_1 copy 8,F5,A4,C5,F_maj
F_maj_5_1 copy 8,F6,A5,C6,F_maj
F_maj_6_1 copy 8,F7,A6,C7,F_maj
F_maj_7_1 copy 8,F8,A7,C8,F_maj
Fs_maj_2_1 copy 8,F#3,Bb2,C#3,Fs_maj
Fs_maj_3_1 copy 8,F#4,Bb3,C#4,Fs_maj
Fs_maj_4_1 copy 8,F#5,Bb4,C#5,Fs_maj
Fs_maj_5_1 copy 8,F#6,Bb5,C#6,Fs_maj
Fs_maj_6_1 copy 8,F#7,Bb6,C#7,Fs_maj
Fs_maj_7_1 copy 8,F#8,Bb7,C#8,Fs_maj
G_maj_2_1 copy 8,G3,B2,D3,G_maj
G_maj_3_1 copy 8,G4,B3,D4,G_maj
G_maj_4_1 copy 8,G5,B4,D5,G_maj
G_maj_5_1 copy 8,G6,B5,D6,G_maj
G_maj_6_1 copy 8,G7,B6,D7,G_maj
G_maj_7_1 copy 8,G8,B7,D8,G_maj
Gs_maj_2_1 copy 8,G#3,C3,Eb3,Gs_maj
Gs_maj_3_1 copy 8,G#4,C4,Eb4,Gs_maj
Gs_maj_4_1 copy 8,G#5,C5,Eb5,Gs_maj
Gs_maj_5_1 copy 8,G#6,C6,Eb6,Gs_maj
Gs_maj_6_1 copy 8,G#7,C7,Eb7,Gs_maj
Gs_maj_7_1 copy 8,G#8,C8,Eb8,Gs_maj
A_maj_2_1 copy 8,A3,C#3,E3,A_maj
A_maj_3_1 copy 8,A4,C#4,E4,A_maj
A_maj_4_1 copy 8,A5,C#5,E5,A_maj
A_maj_5_1 copy 8,A6,C#6,E6,A_maj
A_maj_6_1 copy 8,A7,C#7,E7,A_maj
A_maj_7_1 copy 8,A8,C#8,E8,A_maj
Bb_maj_2_1 copy 8,Bb3,D3,F3,Bb_maj
Bb_maj_3_1 copy 8,Bb4,D4,F4,Bb_maj
Bb_maj_4_1 copy 8,Bb5,D5,F5,Bb_maj
Bb_maj_5_1 copy 8,Bb6,D6,F6,Bb_maj
Bb_maj_6_1 copy 8,Bb7,D7,F7,Bb_maj
Bb_maj_7_1 copy 8,Bb8,D8,F8,Bb_maj
B_maj_2_1 copy 8,B3,Eb3,F#3,B_maj
B_maj_3_1 copy 8,B4,Eb4,F#4,B_maj
B_maj_4_1 copy 8,B5,Eb5,F#5,B_maj
B_maj_5_1 copy 8,B6,Eb6,F#6,B_maj
B_maj_6_1 copy 8,B7,Eb7,F#7,B_maj
B_maj_7_1 copy 8,B8,Eb8,F#8,B_maj
C_min_2_1 copy 8,C3,Eb2,G2,C_min
C_min_3_1 copy 8,C4,Eb3,G3,C_min
C_min_4_1 copy 8,C5,Eb4,G4,C_min
C_min_5_1 copy 8,C6,Eb5,G5,C_min
C_min_6_1 copy 8,C7,Eb6,G6,C_min
C_min_7_1 copy 8,C8,Eb7,G7,C_min
Cs_min_2_1 copy 8,C#3,E2,G#2,Cs_min
Cs_min_3_1 copy 8,C#4,E3,G#3,Cs_min
Cs_min_4_1 copy 8,C#5,E4,G#4,Cs_min
Cs_min_5_1 copy 8,C#6,E5,G#5,Cs_min
Cs_min_6_1 copy 8,C#7,E6,G#6,Cs_min
Cs_min_7_1 copy 8,C#8,E7,G#7,Cs_min
D_min_2_1 copy 8,D3,F2,A2,D_min
D_min_3_1 copy 8,D4,F3,A3,D_min
D_min_4_1 copy 8,D5,F4,A4,D_min
D_min_5_1 copy 8,D6,F5,A5,D_min
D_min_6_1 copy 8,D7,F6,A6,D_min
D_min_7_1 copy 8,D8,F7,A7,D_min
Eb_min_2_1 copy 8,Eb3,F#2,Bb2,Eb_min
Eb_min_3_1 copy 8,Eb4,F#3,Bb3,Eb_min
Eb_min_4_1 copy 8,Eb5,F#4,Bb4,Eb_min
Eb_min_5_1 copy 8,Eb6,F#5,Bb5,Eb_min
Eb_min_6_1 copy 8,Eb7,F#6,Bb6,Eb_min
Eb_min_7_1 copy 8,Eb8,F#7,Bb7,Eb_min
E_min_2_1 copy 8,E3,G2,B2,E_min
E_min_3_1 copy 8,E4,G3,B3,E_min
E_min_4_1 copy 8,E5,G4,B4,E_min
E_min_5_1 copy 8,E6,G5,B5,E_min
E_min_6_1 copy 8,E7,G6,B6,E_min
E_min_7_1 copy 8,E8,G7,B7,E_min
F_min_2_1 copy 8,F3,G#2,C3,F_min
F_min_3_1 copy 8,F4,G#3,C4,F_min
F_min_4_1 copy 8,F5,G#4,C5,F_min
F_min_5_1 copy 8,F6,G#5,C6,F_min
F_min_6_1 copy 8,F7,G#6,C7,F_min
F_min_7_1 copy 8,F8,G#7,C8,F_min
Fs_min_2_1 copy 8,F#3,A2,C#3,Fs_min
Fs_min_3_1 copy 8,F#4,A3,C#4,Fs_min
Fs_min_4_1 copy 8,F#5,A4,C#5,Fs_min
Fs_min_5_1 copy 8,F#6,A5,C#6,Fs_min
Fs_min_6_1 copy 8,F#7,A6,C#7,Fs_min
Fs_min_7_1 copy 8,F#8,A7,C#8,Fs_min
G_min_2_1 copy 8,G3,Bb2,D3,G_min
G_min_3_1 copy 8,G4,Bb3,D4,G_min
G_min_4_1 copy 8,G5,Bb4,D5,G_min
G_min_5_1 copy 8,G6,Bb5,D6,G_min
G_min_6_1 copy 8,G7,Bb6,D7,G_min
G_min_7_1 copy 8,G8,Bb7,D8,G_min
Gs_min_2_1 copy 8,G#3,B2,Eb3,Gs_min
Gs_min_3_1 copy 8,G#4,B3,Eb4,Gs_min
Gs_min_4_1 copy 8,G#5,B4,Eb5,Gs_min
Gs_min_5_1 copy 8,G#6,B5,Eb6,Gs_min
Gs_min_6_1 copy 8,G#7,B6,Eb7,Gs_min
Gs_min_7_1 copy 8,G#8,B7,Eb8,Gs_min
A_min_2_1 copy 8,A3,C3,E3,A_min
A_min_3_1 copy 8,A4,C4,E4,A_min
A_min_4_1 copy 8,A5,C5,E5,A_min
A_min_5_1 copy 8,A6,C6,E6,A_min
A_min_6_1 copy 8,A7,C7,E7,A_min
A_min_7_1 copy 8,A8,C8,E8,A_min
Bb_min_2_1 copy 8,Bb3,C#3,F3,Bb_min
Bb_min_3_1 copy 8,Bb4,C#4,F4,Bb_min
Bb_min_4_1 copy 8,Bb5,C#5,F5,Bb_min
Bb_min_5_1 copy 8,Bb6,C#6,F6,Bb_min
Bb_min_6_1 copy 8,Bb7,C#7,F7,Bb_min
Bb_min_7_1 copy 8,Bb8,C#8,F8,Bb_min
B_min_2_1 copy 8,B3,D3,F#3,B_min
B_min_3_1 copy 8,B4,D4,F#4,B_min
B_min_4_1 copy 8,B5,D5,F#5,B_min
B_min_5_1 copy 8,B6,D6,F#6,B_min
B_min_6_1 copy 8,B7,D7,F#7,B_min
B_min_7_1 copy 8,B8,D8,F#8,B_min
C_maj_2_0 copy 9,C2,E2,G2,C_maj
C_maj_3_0 copy 9,C3,E3,G3,C_maj
C_maj_4_0 copy 9,C4,E4,G4,C_maj
C_maj_5_0 copy 9,C5,E5,G5,C_maj
C_maj_6_0 copy 9,C6,E6,G6,C_maj
C_maj_7_0 copy 9,C7,E7,G7,C_maj
Cs_maj_2_0 copy 9,C#2,F2,G#2,Cs_maj
Cs_maj_3_0 copy 9,C#3,F3,G#3,Cs_maj
Cs_maj_4_0 copy 9,C#4,F4,G#4,Cs_maj
Cs_maj_5_0 copy 9,C#5,F5,G#5,Cs_maj
Cs_maj_6_0 copy 9,C#6,F6,G#6,Cs_maj
